Requirement Text,Class,Sub-Type,Ambiguity
The system shall be able to process a mapping received from the Generic Question Construction unit.,FR,Functional,Non-Ambiguous
"The system shall be able to condense a generic answer from the Generic Answer Construction unit into a single, concise sentence.",FR,Functional,Ambiguous
The system shall be able to retrieve data about mapped elements from the database.,FR,Functional,Non-Ambiguous
The system shall be able to personalize generic responses by inserting specific data.,FR,Functional,Non-Ambiguous
"If the database has no closing time for Rush Building, the system will inform the user and provide the Drexel University website for further information.",FR,Functional,Non-Ambiguous
The system shall be able to provide a generic error message when no relevant website is found.,FR,Functional,Non-Ambiguous
A MySQL database will be used to store all information required to answer questions.,NFR,Maintainability,Non-Ambiguous
The system shall be able to populate the database with extracted information prior to full system initialization.,FR,Functional,Non-Ambiguous
The database will use the generic representations from R4.2.2.1 as table names or column headers for easier retrieval of data.,NFR,Maintainability,Ambiguous
The database will be updated periodically and the API will be unavailable during the update.,NFR,Availability,Ambiguous
Structural data sources will have their data stored in our database,NFR,Maintainability,Non-Ambiguous
"For data with enough structuring, web scraping will be used to programmatically extract all the data needed and store it in our database.",FR,Functional,Ambiguous
"For totally unstructured information, AI libraries will be used to programmatically extract and store any information possible",FR,Functional,Ambiguous
"Data that is especially hard to extract, for whatever reason, will be manually extracted and added to the database by a developer.",NFR,Maintainability,Ambiguous
The GUI will have a textbox that will accept inputs from a keyboard.,FR,Functional,Non-Ambiguous
"Text box will originally contain a suggestive text question, to guide the user to the format of an appropriate question.",NFR,Usability,Ambiguous
The GUI will have a “Send” button which sends text from the textbox to the API when clicked,FR,Functional,Non-Ambiguous
The GUI will have a chat window displaying questions sent to the system and responses from the API.,FR,Functional,Non-Ambiguous
"The chat window will contain all questions and answers from the current session, with a scroll bar if all messages can’t fit on the screen.",FR,Functional,Non-Ambiguous
"If there is a network issue, the chat window will display an error message.",FR,Functional,Non-Ambiguous
There will be a designated phone number that users can send texts to.,FR,Functional,Non-Ambiguous
"Texts sent to that number will be sent to the API, then the system will reply to the user with the answer as another text message.",FR,Functional,Non-Ambiguous
"If a question is not understood by our API, the system will send a text containing an example question after the text with the API response.",FR,Functional,Non-Ambiguous
The feature of the application shall provide the optimized route for the given addresses,NFR,Performance,Ambiguous
"The system shall be able to find the best route for multiple addresses, including fixing any gaps between them.",NFR,Performance,Ambiguous
"While a fast internet connection is optional, the system shall be designed to perform optimally with a fast connection.",NFR,Performance,Ambiguous
The system shall be able to dynamically load new maps in response to each user request.,FR,Functional,Non-Ambiguous
The system shall ensure compliance with Google Maps API terms of use by adhering to Google's policies.,NFR,Legal,Non-Ambiguous
After installing the Application from iTunes or the App store the user will be asked to login.,FR,Functional,Non-Ambiguous
The user shall be able to select a catalogue from Spring 2013 or Winter 2013.,FR,Functional,Non-Ambiguous
"The user will be able to browse a variety of clothing categories, including outerwear, activewear, and eco-friendly options.",FR,Functional,Non-Ambiguous
Users shall be able to select product thumbnail images after choosing a category.,FR,Functional,Non-Ambiguous
The user shall be able to select a product and view its details.,FR,Functional,Non-Ambiguous
The system shall display a detailed product page with all the information and features found on the main website.,FR,Functional,Non-Ambiguous
The user shall be able to choose between contacting a representative for an order or completing the checkout process online.,FR,Functional,Non-Ambiguous
The user shall be able to browse the catalogue or use the search function upon successful login.,FR,Functional,Non-Ambiguous
The user shall be able to search for a product by product ID/SKU or by keyword after selecting the search icon.,FR,Functional,Non-Ambiguous
The search feature will display either search results or a no matches found message depending on the query's success.,FR,Functional,Non-Ambiguous
